img,output 0,Predição,timestamp
.gradio\flagged\img\b3de798aa4b25a4357f7\man-smile-white-620x355.jpg,"{""label"": ""fear"", ""confidences"": [{""label"": ""fear"", ""confidence"": 0.3178192377090454}, {""label"": ""sad"", ""confidence"": 0.24964623153209686}, {""label"": ""neutral"", ""confidence"": 0.15921638906002045}, {""label"": ""surprise"", ""confidence"": 0.1435696929693222}, {""label"": ""angry"", ""confidence"": 0.07158133387565613}, {""label"": ""happy"", ""confidence"": 0.04571813717484474}, {""label"": ""disgust"", ""confidence"": 0.012448973953723907}]}",fear,2025-09-11 00:12:47.082893
